stabbrev	provnum	provname	cases_adj_524	deaths_adj_524	cases_underreport	deaths_underreport	fed_data_524	fed_qa_524	fed_cases_res_524	fed_deaths_res_524	state_deaths_res_524	state_cases_res_524
"CA"	"055074"	"VILLA CORONADO D/P SNF"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055076"	"SPRING VALLEY POST ACUTE LLC"	5	5	0	3	"Y"	"Y"	5	2	5	5
"CA"	"055077"	"COUNTRY VILLA BELMONT HEIGHTS"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055078"	"PARKWAY HILLS NURSING & REHABILITATION"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055079"	"MISSION VIEW HEALTH CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055084"	"CENTRAL VALLEY POST ACUTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055085"	"MORAGA POST ACUTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055092"	"YUBA CITY POST ACUTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055093"	"SOUTH MARIN HEALTH & WELLNESS CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055099"	"CREEKSIDE HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055104"	"SUNSET MANOR CONV HOSP"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055105"	"ROYAL VISTA CARE CENTER"	46	5	0	0	"Y"	"Y"	46	5	5	25
"CA"	"055107"	"BANCROFT HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055109"	"DRIFTWOOD HEALTHCARE CENTER - SANTA CRUZ"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055111"	"FOUNTAIN VIEW SUBACUTE AND NURSING CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055114"	"ARBOR HILLS NURSING CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055115"	"HOLLENBECK PALMS"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055116"	"LINDA MAR CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055119"	"COUNTRY VILLA TERRACE NRSG CTR"	5	0	2	0	"Y"	"Y"	3	0	0	5
"CA"	"055121"	"FLAGSHIP HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055123"	"SANTA FE CONVALESCENT HOSPITAL"	0	1	0	0	"Y"	"Y"	0	1	0	0
"CA"	"055126"	"CHINO VALLEY HEALTH CARE CENTE"	0	0	0	0	"Y"	"N"	0	0	0	0
"CA"	"055129"	"GRAND TERRACE CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055135"	"MONTROSE HEALTHCARE CENTER"	34	28	34	0	"Y"	"Y"	0	28	5	34
"CA"	"055136"	"BERKLEY WEST CONV HOSP"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055139"	"SANTA TERESITA MANOR"	16	5	16	5	"Y"	"Y"	0	0	5	16
"CA"	"055141"	"RAMONA NURSING & REHABILITATION CENTER"	22	5	13	5	"Y"	"Y"	9	0	5	22
"CA"	"055142"	"MAGNOLIA GARDENS CONVALESCENT HOSPITAL"	11	5	11	5	"N"	""	0	0	5	11
"CA"	"055146"	"NORTH VALLEY NURSING CENTER"	5	0	4	0	"Y"	"Y"	1	0	0	5
"CA"	"055147"	"MADERA REHABILITATION & NURSING CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055150"	"WINDSOR MANOR REHABILITATION CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055153"	"MONTEBELLO CARE CENTER"	0	1	0	0	"Y"	"Y"	0	1	0	0
"CA"	"055155"	"SEAPORT 17TH CARE CENTER"	39	5	0	4	"Y"	"Y"	39	1	5	33
"CA"	"055156"	"ST PAULS TOWERS"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055157"	"VIRGIL REHABILITATION & SKILLED NURSING CENTER"	21	13	19	12	"Y"	"Y"	2	1	13	21
"CA"	"055160"	"COUNTRY VILLA PAVILION NURSING CENTER"	77	18	73	0	"Y"	"Y"	4	18	5	77
"CA"	"055161"	"GARDEN CREST REHABILITATION CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055162"	"MONTEREY PARK CONV HOSP"	5	0	4	0	"Y"	"Y"	1	0	0	5
"CA"	"055163"	"MONTECITO HEIGHTS HEALTHCARE & WELLNESS CENTRE, LP"	5	2	4	0	"Y"	"Y"	1	2	0	5
"CA"	"055167"	"VERNON HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055168"	"SOCAL POST-ACUTE CARE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055169"	"JEWISH HOME & REHAB CENTER D/P SNF"	12	0	10	0	"Y"	"Y"	2	0	0	12
"CA"	"055170"	"PICO RIVERA HEALTHCARE CENTER"	5	0	5	0	"Y"	"Y"	0	0	0	5
"CA"	"055173"	"FOLSOM CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055175"	"LAWTON SKILLED NURSING & REHABILITATION CENTER"	14	0	0	0	"Y"	"Y"	14	0	0	14
"CA"	"055181"	"SAN GABRIEL CONV CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055182"	"LEMON GROVE CARE AND REHABILITATION CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055183"	"HERITAGE GARDENS HEALTH CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055185"	"GARDEN CITY HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055187"	"GARDEN VIEW POST- ACUTE REHABILITATION"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055188"	"BROOKSIDE SKILLED NURSING HOSPITAL"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055189"	"GREENFIELD CARE CENTER OF FAIRFIELD"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055191"	"AVALON HEALTH CARE-MADERA"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055192"	"PROVIDENCE ST ELIZABETH CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055196"	"MARYCREST MANOR"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055199"	"HORIZON HEALTH AND SUBACUTE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055201"	"GOLDEN LIVING CENTER - HY-PANA"	7	1	0	0	"Y"	"Y"	7	1	0	0
"CA"	"055202"	"EL MONTE CONVALESCENT HOSPITAL"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055203"	"SUNNY VIEW CARE CENTER"	0	0	0	0	"N"	""	0	0	0	0
"CA"	"055204"	"OAKWOOD GARDENS CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055206"	"COUNTRY VILLA PLAZA CONVALESCENT CENTER"	12	0	0	0	"Y"	"Y"	12	0	0	12
"CA"	"055208"	"SEAVIEW REHABILITATION & WELLNESS CENTER, LP"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055210"	"THE TERRACES AT LOS ALTOS HEALTH FACILITY"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055211"	"IDYLWOOD CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055212"	"THE VINEYARDS HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055213"	"RIALTO POST ACUTE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055215"	"OAKLAND HEALTHCARE & WELLNESS CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055222"	"SPRINGS ROAD HEALTHCARE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055223"	"SAN JACINTO HEALTHCARE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055237"	"VICTORIA HEALTHCARE AND REHABILITATION CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055239"	"EAST BAY POST-ACUTE"	32	5	32	5	"Y"	"Y"	0	0	5	32
"CA"	"055240"	"WATSONVILLE NURSING CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055241"	"WILLOW PASS HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055242"	"FAIRMONT REHABILITATION HOSPITAL"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055247"	"COUNTRY OAKS CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055249"	"MERCED NURSING & REHABILITATION CTR"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055252"	"ORANGE HEALTHCARE & WELLNESS CENTRE, LLC"	39	0	0	0	"Y"	"Y"	39	0	0	39
"CA"	"055253"	"ST. JOHN OF GOD RETIREMENT"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055255"	"CORONA HEALTH CARE CENTER"	5	0	4	0	"Y"	"Y"	1	0	0	5
"CA"	"055256"	"LOMPOC VALLEY MEDICAL CTR COMP CARE CTR D/P SNF"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055258"	"COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055259"	"MONROVIA POST ACUTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055261"	"PILGRIM PLACE HEALTH SERVICES CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055262"	"LOMITA POST-ACUTE CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055268"	"SONOMA POST ACUTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055271"	"LA SIERRA CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055276"	"WINDSOR PARK CARE CENTER OF FREMONT"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055280"	"CENTRAL GARDENS POST ACUTE"	1	6	0	0	"Y"	"Y"	1	6	0	0
"CA"	"055282"	"POMONA VISTA CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055283"	"JOHN C. FREMONT HEALTHCARE DISTRICT DP/SNF"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055286"	"KEARNY MESA CONVALESCENT AND NURSING HOME"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055287"	"VALLEY PALMS CARE CENTER"	32	5	0	1	"Y"	"Y"	32	4	5	28
"CA"	"055288"	"AUTUMN HILLS HEALTH CARE CENTER"	56	10	53	0	"Y"	"Y"	3	10	5	56
"CA"	"055289"	"LODI CREEK POST ACUTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055292"	"SHIELDS RICHMOND NURSING CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055293"	"SANTA ANITA CONVALESCENT HOSP"	54	16	53	0	"Y"	"Y"	1	16	15	54
"CA"	"055296"	"APPLEWOOD POST ACUTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055297"	"NORWALK MEADOWS NURSING CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055298"	"FALLBROOK SKILLED NURSING"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055299"	"LINDA VALLEY CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055303"	"CANTERBURY WOODS"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055304"	"DYCORA TRANSITIONAL HEALTH - QUAIL LAKE"	0	0	0	0	"N"	""	0	0	0	0
"CA"	"055305"	"SHERWOOD HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055307"	"DESERT CANYON POST ACUTE, LLC"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055308"	"WINDSOR ELK GROVE CARE AND REHABILITATION CENTER"	5	0	4	0	"Y"	"Y"	1	0	0	5
"CA"	"055310"	"MARIN POST ACUTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055311"	"KATHERINE HEALTHCARE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055315"	"GRANT CUESTA SUB-ACUTE AND REHABILITATION CENTER"	5	0	4	0	"Y"	"Y"	1	0	0	5
"CA"	"055316"	"MOUNTAIN VIEW HEALTHCARE CENTER"	6	5	0	5	"Y"	"Y"	6	0	5	5
"CA"	"055318"	"SKYLINE HEALTHCARE CENTER - SAN JOSE"	5	0	4	0	"Y"	"Y"	1	0	0	5
"CA"	"055322"	"THE PAVILION AT OCEAN POINT"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055328"	"UNIVERSITY CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055329"	"VILLA SERENA HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055330"	"ADVANCED REHAB CENTER OF TUSTIN"	5	5	4	5	"Y"	"Y"	1	0	5	5
"CA"	"055331"	"SAN RAFAEL HEALTHCARE & WELLNESS CENTER, LP"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055335"	"LA PALOMA HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055338"	"HAYWARD CONVALESCENT HOSPITAL"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055341"	"GEM TRANSITIONAL"	46	14	0	0	"Y"	"Y"	46	14	14	46
"CA"	"055342"	"THOUSAND OAKS HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055344"	"COUNTRY VILLA CLAREMONT HEALTH CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055350"	"CULVER WEST HEALTH CENTER"	38	5	0	1	"Y"	"Y"	38	4	5	38
"CA"	"055353"	"SHORELINE HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055354"	"FREDERICKA MANOR CARE CENTER"	5	0	4	0	"Y"	"Y"	1	0	0	5
"CA"	"055356"	"PACIFIC GROVE HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055360"	"OAKPARK HEALTHCARE CENTER"	5	5	3	3	"Y"	"Y"	2	2	5	5
"CA"	"055361"	"VISTA PACIFICA CONVALESCENT HOSPITAL"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055364"	"LONG BEACH HEALTHCARE CENTER"	29	5	28	5	"Y"	"Y"	1	0	5	29
"CA"	"055367"	"MONROVIA GARDENS HEALTHCARE CENTER"	56	13	56	13	"N"	""	0	0	13	56
"CA"	"055372"	"ELMCREST CARE CENTER"	14	4	0	0	"Y"	"Y"	14	4	0	0
"CA"	"055374"	"UPLAND REHABILITATION AND CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055376"	"HUNTINGTON DRIVE HEALTH AND REHABILITATION CENTER"	5	0	2	0	"Y"	"Y"	3	0	0	5
"CA"	"055387"	"EDGEWATER SKILLED NURSING CENTER"	1	0	0	0	"Y"	"Y"	1	0	0	0
"CA"	"055388"	"SAN JOSE HEALTHCARE & WELLNESS CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055394"	"CLAREMONT CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055401"	"MEADOWBROOK HEALTH CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055402"	"WINDSOR EL CAMINO CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055407"	"CUPERTINO HEALTHCARE & WELLNESS CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055408"	"BELLFLOWER POST ACUTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055409"	"COMMUNITY CARE AND REHABILITATION CENTER"	88	12	0	0	"Y"	"Y"	88	12	12	88
"CA"	"055410"	"HACIENDA REHABILITATION & HEALTH CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055412"	"ORCHARD POST ACUTE CARE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055417"	"SAYLOR LANE HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055423"	"MANNING GARDENS CARE CENTER, INC"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055430"	"WHITTIER HILLS HEALTH CARE CTR"	10	10	5	10	"Y"	"Y"	5	0	10	10
"CA"	"055434"	"WINDSOR GARDENS CARE CENTER OF HAYWARD"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055435"	"OUR LADY OF FATIMA VILLA"	5	1	5	0	"Y"	"Y"	0	1	0	5
"CA"	"055438"	"ALDERSON CONVALESCENT HOSPITAL"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055441"	"IVY CREEK HEALTHCARE & WELLNESS CENTRE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055443"	"WEST VALLEY POST ACUTE"	60	16	31	0	"Y"	"Y"	29	16	15	60
"CA"	"055446"	"ROCK CREEK CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055448"	"DINUBA HEALTHCARE"	67	6	0	0	"Y"	"Y"	67	6	5	67
"CA"	"055449"	"COVINA REHABILITATION CENTER"	17	5	2	2	"Y"	"Y"	15	3	5	17
"CA"	"055454"	"DYCORA TRANSITIONAL HEALTH FOWLER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055457"	"INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055459"	"BUENA VISTA CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055461"	"CALIFORNIA POST ACUTE"	16	5	16	5	"N"	""	0	0	5	16
"CA"	"055462"	"HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055464"	"TWO PALMS NURSING CENTER, INC"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055466"	"THE SEQUOIAS"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055473"	"NEW VISTA POST- ACUTE CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055474"	"MAGNOLIA REHABILITATION  & NURSING  CENTER"	34	5	34	5	"N"	""	0	0	5	34
"CA"	"055475"	"MAIN WEST POSTACUTE CARE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055480"	"THE CALIFORNIAN-PASADENA"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055481"	"VIENNA NURSING AND REHABILITATION CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055488"	"LA MESA HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055489"	"BRENTWOOD POST ACUTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055491"	"OAK RIDGE HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055493"	"MID-TOWN OAKS POST-ACUTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055497"	"THE PINES AT PLACERVILLE HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055499"	"ROCKY POINT CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055500"	"VALLE VISTA CONVALESCENT HOSPITAL"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055504"	"COUNTRY VILLA SOUTH CONV CTR"	130	15	0	0	"Y"	"Y"	130	15	15	130
"CA"	"055505"	"ARROYO VISTA NURSING CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055508"	"JACOB HEALTH CARE CENTER, LLC"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055510"	"REDDING POST ACUTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055512"	"WOLF CREEK CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055516"	"WINDSOR CHICO CARE CENTER"	0	0	0	0	"N"	""	0	0	0	0
"CA"	"055517"	"WOODLANDS HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055518"	"NEWPORT NURSING AND REHABILITATION CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055519"	"DOWNEY POST ACUTE"	39	5	37	5	"Y"	"Y"	2	0	5	39
"CA"	"055523"	"GLENDALE POST ACUTE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055525"	"CRENSHAW NURSING HOME"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055526"	"INGLEWOOD HEALTH CARE CENTER"	36	5	35	5	"Y"	"Y"	1	0	5	36
"CA"	"055527"	"LOS PALOS CONVALESCENT HOSPITAL"	0	0	0	0	"N"	""	0	0	0	0
"CA"	"055531"	"ROYALWOOD CARE CENTER"	0	27	0	0	"Y"	"Y"	0	27	0	0
"CA"	"055534"	"THE REUTLINGER COMMUNITY"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055538"	"BONNIE BRAE CONVALESCENT HOSP"	17	5	0	0	"Y"	"Y"	17	5	5	17
"CA"	"055539"	"ARTESIA CHRISTIAN HOME INC."	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055540"	"SANTA MONICA HEALTH CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055541"	"ROYAL TERRACE HEALTHCARE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055542"	"MISSION CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055544"	"ROYAL CREST HEALTH CARE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055548"	"PASADENA PARK HEALTHCARE AND WELLNESS CENTER"	10	5	0	2	"Y"	"Y"	10	3	5	5
"CA"	"055551"	"SEQUOIA TRANSITIONAL CARE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055557"	"CREEKSIDE CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055559"	"BAY CREST CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055562"	"HILLSIDE SENIOR CARE"	0	2	0	0	"Y"	"Y"	0	2	0	0
"CA"	"055563"	"SANTA MARIA CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055565"	"WATERMAN CANYON POST ACUTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055566"	"COASTAL VIEW HEALTHCARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055568"	"SIERRA VALLEY REHAB CENTER"	68	5	68	1	"Y"	"Y"	0	4	5	68
"CA"	"055570"	"ST ELIZABETH HEALTHCARE CENTER"	5	0	4	0	"Y"	"Y"	1	0	0	5
"CA"	"055571"	"BUENA PARK NURSING CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055573"	"KINGSBURG CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055575"	"PACIFIC HAVEN SUBACUTE AND HEALTHCARE CENTER"	1	0	0	0	"Y"	"Y"	1	0	0	0
"CA"	"055581"	"JURUPA HILLS POST ACUTE"	5	0	4	0	"Y"	"Y"	1	0	0	5
"CA"	"055585"	"CAPISTRANO BEACH CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"CA"	"055597"	"MAYWOOD ACRES HEALTHCARE"	0	0	0	0	"Y"	"Y"	0	0	0	0
